Region,Sample,Classification,Mean,Std,Variance,Zero %,NaN %,Inf %,Min,Max,Unique Values
brahmaputra_river,sample_031,VALID,11226.1015625,15595.1123046875,243207536.0,44.61885340073529,0.0,0.0,0.0,47533.1875,38340
brahmaputra_river,sample_032,VALID,16360.814453125,16492.482421875,272001952.0,19.618853400735293,0.0,0.0,0.0,47533.1875,55480
brahmaputra_river,sample_033,VALID,20333.935546875,16123.1220703125,259955056.0,0.7668887867647058,0.0,0.0,0.0,47800.171875,68280
brahmaputra_river,sample_034,VALID,20499.486328125,16141.771484375,260556800.0,0.0,0.0,0.0,8113.7529296875,47800.171875,68772
brahmaputra_river,sample_035,VALID,20312.087890625,16221.4716796875,263136128.0,0.0,0.0,0.0,8040.94287109375,47800.171875,68779
brasilia,sample_000,VALID,19439.400390625,16596.9921875,275460128.0,0.0,0.0,0.0,4626.10302734375,48314.7734375,68638
brasilia,sample_001,VALID,19570.478515625,16583.2109375,275002912.0,0.0,0.0,0.0,3946.678955078125,48314.7734375,68817
brasilia,sample_002,VALID,19705.482421875,16538.412109375,273519072.0,0.0,0.0,0.0,3946.678955078125,48308.8671875,68909
brasilia,sample_003,VALID,19784.748046875,16492.720703125,272009824.0,0.0,0.0,0.0,3946.678955078125,48149.22265625,68967
brasilia,sample_004,VALID,19802.033203125,16503.33203125,272359968.0,0.0,0.0,0.0,3946.678955078125,48149.22265625,68919
brasilia,sample_005,VALID,19863.93359375,16516.638671875,272799328.0,0.0,0.0,0.0,5923.74658203125,48266.8125,68955
brasilia,sample_006,VALID,19816.958984375,16613.53515625,276009536.0,0.0,0.0,0.0,2864.650146484375,49849.734375,68824
brasilia,sample_007,VALID,19957.080078125,16601.265625,275602016.0,0.0,0.0,0.0,2864.650146484375,49849.734375,68966
brasilia,sample_008,VALID,20020.0390625,16546.830078125,273797600.0,0.0,0.0,0.0,3946.678955078125,49849.734375,69032
brasilia,sample_009,VALID,19960.646484375,16486.009765625,271788512.0,0.0,0.0,0.0,3946.678955078125,48149.22265625,69067
brasilia,sample_010,VALID,19833.9296875,16490.458984375,271935264.0,0.0,0.0,0.0,3946.678955078125,48149.22265625,68992
brasilia,sample_011,VALID,19767.38671875,16503.453125,272363968.0,0.0,0.0,0.0,5923.74658203125,47807.1640625,69002
brasilia,sample_012,VALID,20155.0,16581.994140625,274962560.0,0.0,0.0,0.0,2864.650146484375,49849.734375,69005
brasilia,sample_013,VALID,20228.37109375,16582.90625,274992768.0,0.0,0.0,0.0,2864.650146484375,49849.734375,69021
brasilia,sample_014,VALID,20215.169921875,16542.42578125,273651872.0,0.0,0.0,0.0,3469.841796875,49849.734375,69032
brasilia,sample_015,VALID,19999.30859375,16480.916015625,271620576.0,0.0,0.0,0.0,3469.841796875,48149.22265625,69033
brasilia,sample_016,VALID,19842.400390625,16470.779296875,271286560.0,0.0,0.0,0.0,3946.678955078125,48149.22265625,69004
brasilia,sample_017,VALID,19761.6796875,16486.099609375,271791456.0,0.0,0.0,0.0,6223.7744140625,47778.6484375,69019
brasilia,sample_018,VALID,20436.07421875,16508.01953125,272514688.0,0.0,0.0,0.0,2864.650146484375,49849.734375,69041
brasilia,sample_019,VALID,20432.123046875,16531.091796875,273276992.0,0.0,0.0,0.0,2864.650146484375,49849.734375,69016
brasilia,sample_020,VALID,20315.5,16521.951171875,272974848.0,0.0,0.0,0.0,3469.841796875,49849.734375,69055
brasilia,sample_021,VALID,20050.484375,16460.0234375,270932352.0,0.0,0.0,0.0,3469.841796875,48138.9765625,69028
brasilia,sample_022,VALID,19862.126953125,16445.427734375,270452096.0,0.0,0.0,0.0,3946.678955078125,48096.91796875,69046
brasilia,sample_023,VALID,19721.109375,16472.263671875,271335456.0,0.0,0.0,0.0,6223.7744140625,47778.6484375,69027
brasilia,sample_024,VALID,20553.1875,16471.978515625,271326048.0,0.0,0.0,0.0,2864.650146484375,49849.734375,69025
brasilia,sample_025,VALID,20450.927734375,16522.66015625,272998272.0,0.0,0.0,0.0,2864.650146484375,49849.734375,69060
brasilia,sample_026,VALID,20264.673828125,16529.931640625,273238656.0,0.0,0.0,0.0,3469.841796875,49849.734375,69080
brasilia,sample_027,VALID,20006.240234375,16476.26953125,271467488.0,0.0,0.0,0.0,3469.841796875,48148.375,69042
brasilia,sample_028,VALID,19838.703125,16449.107421875,270573120.0,0.0,0.0,0.0,6267.9111328125,48148.375,69025
brasilia,sample_029,VALID,19729.021484375,16471.564453125,271312416.0,0.0,0.0,0.0,6267.9111328125,47778.6484375,69024
brasilia,sample_030,VALID,20336.875,16446.7109375,270494272.0,0.0,0.0,0.0,3469.841796875,48332.51171875,69029
brasilia,sample_031,VALID,20191.68359375,16506.841796875,272475808.0,0.0,0.0,0.0,3469.841796875,48332.51171875,69037
brasilia,sample_032,VALID,19985.078125,16524.955078125,273074144.0,0.0,0.0,0.0,3469.841796875,48332.51171875,68989
brasilia,sample_033,VALID,19773.357421875,16493.357421875,272030848.0,0.0,0.0,0.0,3469.841796875,48148.375,68916
brasilia,sample_034,VALID,19725.50390625,16471.111328125,271297504.0,0.0,0.0,0.0,6343.30224609375,48148.375,68923
brasilia,sample_035,VALID,19778.787109375,16477.978515625,271523776.0,0.0,0.0,0.0,6463.220703125,47266.2265625,68991
bristol,sample_000,VALID,18198.142578125,13267.330078125,176022048.0,0.0,0.0,0.0,4067.688720703125,40842.2578125,66168
bristol,sample_001,VALID,18086.970703125,13367.5556640625,178691552.0,0.0,0.0,0.0,4067.688720703125,40842.2578125,67331
bristol,sample_002,VALID,17942.087890625,13481.2646484375,181744496.0,0.0,0.0,0.0,4067.688720703125,41469.0703125,67892
bristol,sample_003,VALID,17748.421875,13594.3759765625,184807056.0,0.0,0.0,0.0,6590.69677734375,41469.0703125,67643
bristol,sample_004,VALID,17708.53515625,13602.171875,185019088.0,0.0,0.0,0.0,5806.2802734375,41469.0703125,67587
bristol,sample_005,VALID,17688.345703125,13597.7421875,184898592.0,0.0,0.0,0.0,5660.3212890625,41469.0703125,67669
bristol,sample_006,VALID,18025.328125,13370.357421875,178766464.0,0.0,0.0,0.0,4067.688720703125,40842.2578125,66970
bristol,sample_007,VALID,17942.650390625,13455.416015625,181048224.0,0.0,0.0,0.0,4067.688720703125,40842.2578125,67832
bristol,sample_008,VALID,17848.0234375,13545.0517578125,183468416.0,0.0,0.0,0.0,4067.688720703125,41469.0703125,68085
bristol,sample_009,VALID,17715.828125,13619.8994140625,185501664.0,0.0,0.0,0.0,6590.69677734375,41469.0703125,67782
bristol,sample_010,VALID,17698.32421875,13617.34765625,185432160.0,0.0,0.0,0.0,5806.2802734375,41469.0703125,67722
bristol,sample_011,VALID,17669.337890625,13609.5244140625,185219168.0,0.0,0.0,0.0,5660.3212890625,41469.0703125,67837
bristol,sample_012,VALID,17822.87109375,13524.560546875,182913744.0,0.0,0.0,0.0,4067.688720703125,40842.2578125,67920
bristol,sample_013,VALID,17801.0546875,13566.134765625,184040000.0,0.0,0.0,0.0,4067.688720703125,40842.2578125,68103
bristol,sample_014,VALID,17763.009765625,13607.9755859375,185176992.0,0.0,0.0,0.0,3205.776123046875,41469.0703125,68110
bristol,sample_015,VALID,17730.486328125,13632.9931640625,185858512.0,0.0,0.0,0.0,3205.776123046875,41469.0703125,67945
bristol,sample_016,VALID,17768.14453125,13606.185546875,185128272.0,0.0,0.0,0.0,3205.776123046875,41469.0703125,67946
bristol,sample_017,VALID,17819.390625,13584.677734375,184543472.0,0.0,0.0,0.0,3205.776123046875,51735.37890625,68162
bristol,sample_018,VALID,17634.888671875,13631.6298828125,185821328.0,0.0,0.0,0.0,7216.3095703125,40564.09375,68216
bristol,sample_019,VALID,17641.30078125,13634.5556640625,185901104.0,0.0,0.0,0.0,6590.69677734375,40564.09375,68224
bristol,sample_020,VALID,17654.90625,13636.8251953125,185963008.0,0.0,0.0,0.0,3205.776123046875,40564.09375,68142
bristol,sample_021,VALID,17682.484375,13640.59375,186065808.0,0.0,0.0,0.0,3205.776123046875,39844.0859375,68035
bristol,sample_022,VALID,17730.533203125,13615.6376953125,185385600.0,0.0,0.0,0.0,3205.776123046875,39858.7421875,67979
bristol,sample_023,VALID,17827.90234375,13582.248046875,184477456.0,0.0,0.0,0.0,3205.776123046875,51735.37890625,68155
bristol,sample_024,VALID,17561.07421875,13659.294921875,186576336.0,0.0,0.0,0.0,7363.34033203125,40298.859375,68213
bristol,sample_025,VALID,17601.06640625,13639.587890625,186038368.0,0.0,0.0,0.0,7146.65966796875,40298.859375,68278
bristol,sample_026,VALID,17641.3203125,13634.4697265625,185898768.0,0.0,0.0,0.0,3205.776123046875,40298.859375,68227
bristol,sample_027,VALID,17689.240234375,13631.1884765625,185809312.0,0.0,0.0,0.0,3205.776123046875,40298.859375,68228
bristol,sample_028,VALID,17735.716796875,13604.68359375,185087424.0,0.0,0.0,0.0,3205.776123046875,39858.7421875,68176
bristol,sample_029,VALID,17823.939453125,13574.2607421875,184260560.0,0.0,0.0,0.0,3205.776123046875,51735.37890625,68348
bristol,sample_030,VALID,17586.291015625,13672.23828125,186930112.0,0.0,0.0,0.0,6057.4228515625,40298.859375,68172
bristol,sample_031,VALID,17610.845703125,13650.6435546875,186340080.0,0.0,0.0,0.0,6057.4228515625,40298.859375,68214
bristol,sample_032,VALID,17642.78125,13632.013671875,185831808.0,0.0,0.0,0.0,3205.776123046875,40298.859375,68117
bristol,sample_033,VALID,17703.87890625,13612.712890625,185305952.0,0.0,0.0,0.0,3205.776123046875,40298.859375,68229
bristol,sample_034,VALID,17755.29296875,13577.482421875,184348016.0,0.0,0.0,0.0,3205.776123046875,39844.0859375,68259
bristol,sample_035,VALID,17879.294921875,13534.59375,183185232.0,0.0,0.0,0.0,3205.776123046875,51735.37890625,68476
brussels,sample_000,VALID,20824.0859375,15453.8173828125,238820480.0,0.0,0.0,0.0,1372.414306640625,49372.88671875,69211
brussels,sample_001,VALID,20799.875,15467.974609375,239258240.0,0.0014361213235294116,0.0,0.0,0.0,49372.88671875,69218
brussels,sample_002,VALID,20772.798828125,15546.5234375,241694400.0,0.0014361213235294116,0.0,0.0,0.0,51576.01171875,69229
brussels,sample_003,VALID,20935.71875,15660.1953125,245241712.0,0.0014361213235294116,0.0,0.0,0.0,51576.01171875,69283
brussels,sample_004,VALID,21014.267578125,15795.7568359375,249505920.0,0.0014361213235294116,0.0,0.0,0.0,51576.01171875,69263
brussels,sample_005,VALID,20991.810546875,15819.259765625,250248976.0,0.0,0.0,0.0,2462.491455078125,51576.01171875,69251
brussels,sample_006,VALID,20842.416015625,15511.5029296875,240606736.0,0.0,0.0,0.0,4483.537109375,49372.88671875,69210
brussels,sample_007,VALID,20943.712890625,15567.734375,242354352.0,0.0014361213235294116,0.0,0.0,0.0,50120.90234375,69222
brussels,sample_008,VALID,21058.671875,15636.615234375,244503728.0,0.0014361213235294116,0.0,0.0,0.0,51576.01171875,69301
brussels,sample_009,VALID,21292.5625,15686.7041015625,246072688.0,0.0014361213235294116,0.0,0.0,0.0,51576.01171875,69339
brussels,sample_010,VALID,21382.8359375,15729.4853515625,247416720.0,0.0014361213235294116,0.0,0.0,0.0,51576.01171875,69331
brussels,sample_011,VALID,21296.490234375,15680.8837890625,245890112.0,0.16802619485294118,0.0,0.0,0.0,51576.01171875,69206
brussels,sample_012,VALID,20828.935546875,15588.931640625,243014784.0,0.0,0.0,0.0,4483.537109375,49372.88671875,69219
brussels,sample_013,VALID,20975.74609375,15684.3134765625,245997696.0,0.0014361213235294116,0.0,0.0,0.0,50120.90234375,69250
brussels,sample_014,VALID,21131.98828125,15737.369140625,247664784.0,0.0014361213235294116,0.0,0.0,0.0,50120.90234375,69308
brussels,sample_015,VALID,21346.787109375,15722.4990234375,247196976.0,0.0014361213235294116,0.0,0.0,0.0,50979.9296875,69347
brussels,sample_016,VALID,21399.470703125,15628.6875,244255872.0,0.0014361213235294116,0.0,0.0,0.0,50979.9296875,69358
brussels,sample_017,VALID,20994.40234375,15499.1572265625,240223872.0,1.7678653492647058,0.0,0.0,0.0,50979.9296875,68165
brussels,sample_018,VALID,20702.06640625,15743.1923828125,247848096.0,0.0,0.0,0.0,4483.537109375,49724.3125,69189
brussels,sample_019,VALID,20868.421875,15799.5927734375,249627136.0,0.0,0.0,0.0,31.04252052307129,50120.90234375,69259
brussels,sample_020,VALID,21009.69921875,15811.3857421875,249999920.0,0.0,0.0,0.0,31.04252052307129,50120.90234375,69306
brussels,sample_021,VALID,21200.3203125,15651.779296875,244978192.0,0.0,0.0,0.0,31.04252052307129,50120.90234375,69362
brussels,sample_022,VALID,21279.873046875,15353.75,235737632.0,0.0,0.0,0.0,31.04252052307129,50120.90234375,69381
brussels,sample_023,VALID,20154.419921875,15367.29296875,236153696.0,5.069508272058823,0.0,0.0,0.0,49679.5625,65904
brussels,sample_024,VALID,20512.15234375,15854.0927734375,251352256.0,0.0,0.0,0.0,3416.128662109375,50013.31640625,69124
brussels,sample_025,VALID,20671.0703125,15885.783203125,252358112.0,0.0,0.0,0.0,1538.322998046875,50120.90234375,69196
brussels,sample_026,VALID,20928.328125,15742.765625,247834656.0,0.0,0.0,0.0,1538.322998046875,50120.90234375,69292
brussels,sample_027,VALID,21200.84765625,15383.9609375,236666240.0,0.0,0.0,0.0,1538.322998046875,50120.90234375,69385
brussels,sample_028,VALID,21275.11328125,14932.1767578125,222969904.0,0.0,0.0,0.0,1538.322998046875,50120.90234375,69387
brussels,sample_029,VALID,19105.015625,15207.9599609375,231282048.0,10.062902113970589,0.0,0.0,0.0,48366.921875,62444
brussels,sample_030,VALID,20375.22265625,15883.9189453125,252298880.0,0.0,0.0,0.0,3416.128662109375,50013.31640625,69071
brussels,sample_031,VALID,20510.61328125,15865.71875,251721040.0,0.0,0.0,0.0,1538.322998046875,50013.31640625,69174
brussels,sample_032,VALID,20860.046875,15652.0556640625,244986832.0,0.0,0.0,0.0,1538.322998046875,50013.31640625,69296
brussels,sample_033,VALID,21065.5,15210.6201171875,231362976.0,0.0,0.0,0.0,1538.322998046875,50013.31640625,69366
brussels,sample_034,VALID,20952.56640625,14782.67578125,218527504.0,0.4839728860294118,0.0,0.0,0.0,48863.3359375,69024
brussels,sample_035,VALID,17584.900390625,15243.5498046875,232365824.0,16.57858455882353,0.0,0.0,0.0,47943.3984375,57899
bryce_canyon,sample_000,VALID,21678.708984375,16774.498046875,281383808.0,0.0,0.0,0.0,8108.6240234375,50223.953125,69189
bryce_canyon,sample_001,VALID,21840.921875,16912.3828125,286028672.0,0.0,0.0,0.0,8217.4306640625,50223.953125,69128
bryce_canyon,sample_002,VALID,22021.92578125,17014.025390625,289477088.0,0.0,0.0,0.0,8017.5625,50312.92578125,69102
bryce_canyon,sample_003,VALID,22425.412109375,16854.634765625,284078688.0,0.0,0.0,0.0,8017.5625,51357.0546875,69122
bryce_canyon,sample_004,VALID,22523.845703125,16782.34765625,281647168.0,0.0,0.0,0.0,6964.5625,51944.1171875,69133
bryce_canyon,sample_005,VALID,22724.90625,16747.7734375,280487904.0,0.0,0.0,0.0,6964.5625,53166.1328125,69227
bryce_canyon,sample_006,VALID,21355.4375,16729.46875,279875104.0,0.0,0.0,0.0,7369.6181640625,49986.87890625,69154
bryce_canyon,sample_007,VALID,21521.615234375,16890.494140625,285288800.0,0.0,0.0,0.0,7369.6181640625,49938.94140625,69102
bryce_canyon,sample_008,VALID,21746.09765625,16893.0546875,285375264.0,0.0,0.0,0.0,7369.6181640625,50130.72265625,69095
bryce_canyon,sample_009,VALID,22090.08203125,16791.533203125,281955584.0,0.0,0.0,0.0,7865.53515625,51357.0546875,69125
bryce_canyon,sample_010,VALID,22388.984375,16754.078125,280699136.0,0.0,0.0,0.0,6964.5625,51944.1171875,69173
bryce_canyon,sample_011,VALID,22752.81640625,16770.701171875,281256416.0,0.0,0.0,0.0,6964.5625,53166.1328125,69268
bryce_canyon,sample_012,VALID,21259.189453125,16663.66796875,277677824.0,0.0,0.0,0.0,7369.6181640625,49342.046875,69103
bryce_canyon,sample_013,VALID,21409.67578125,16810.6953125,282599488.0,0.0,0.0,0.0,7369.6181640625,49342.046875,69050
bryce_canyon,sample_014,VALID,21607.107421875,16788.7109375,281860832.0,0.0,0.0,0.0,7369.6181640625,51281.9453125,69052
bryce_canyon,sample_015,VALID,21972.93359375,16730.07421875,279895360.0,0.0,0.0,0.0,7831.119140625,51442.0859375,69115
bryce_canyon,sample_016,VALID,22408.033203125,16770.849609375,281261376.0,0.0,0.0,0.0,6964.5625,51944.1171875,69184
bryce_canyon,sample_017,VALID,22872.453125,16819.880859375,282908416.0,0.0,0.0,0.0,6964.5625,53166.1328125,69263
bryce_canyon,sample_018,VALID,21028.181640625,16545.431640625,273751296.0,0.0,0.0,0.0,1059.7021484375,49486.109375,69135
bryce_canyon,sample_019,VALID,21258.638671875,16511.646484375,272634464.0,0.0,0.0,0.0,36.622737884521484,49377.8984375,69137
bryce_canyon,sample_020,VALID,21550.056640625,16440.02734375,270274496.0,0.0,0.0,0.0,36.622737884521484,51281.9453125,69198
bryce_canyon,sample_021,VALID,22010.822265625,16510.859375,272608448.0,0.0,0.0,0.0,36.622737884521484,51442.0859375,69254
bryce_canyon,sample_022,VALID,22566.328125,16642.9140625,276986560.0,0.0,0.0,0.0,36.622737884521484,51944.1171875,69270
bryce_canyon,sample_023,VALID,22917.408203125,16859.521484375,284243456.0,0.0,0.0,0.0,3400.28125,53069.9453125,69261
bryce_canyon,sample_024,VALID,21663.046875,16149.501953125,260806416.0,0.0,0.0,0.0,19.68238639831543,49486.109375,69256
bryce_canyon,sample_025,VALID,21892.927734375,15980.263671875,255368832.0,0.0,0.0,0.0,19.68238639831543,49377.8984375,69282
bryce_canyon,sample_026,VALID,22181.173828125,15959.4609375,254704400.0,0.0,0.0,0.0,19.68238639831543,51281.9453125,69318
bryce_canyon,sample_027,VALID,22513.515625,16275.7001953125,264898432.0,0.0,0.0,0.0,36.622737884521484,51442.0859375,69325
bryce_canyon,sample_028,VALID,22533.458984375,16677.837890625,278150272.0,0.0,0.0,0.0,36.622737884521484,51700.390625,69275
bryce_canyon,sample_029,VALID,22803.859375,17024.314453125,289827296.0,0.0,0.0,0.0,3400.28125,51700.390625,69223
bryce_canyon,sample_030,VALID,21917.4921875,15757.451171875,248297264.0,0.0028722426470588233,0.0,0.0,0.0,49486.109375,69348
bryce_canyon,sample_031,VALID,22263.96484375,15432.3310546875,238156832.0,0.0028722426470588233,0.0,0.0,0.0,49377.8984375,69398
bryce_canyon,sample_032,VALID,22520.5546875,15551.8984375,241861536.0,0.0028722426470588233,0.0,0.0,0.0,51281.9453125,69426
bryce_canyon,sample_033,VALID,22845.966796875,16002.65625,256084992.0,0.0,0.0,0.0,36.622737884521484,51442.0859375,69375
bryce_canyon,sample_034,VALID,22539.57421875,16627.46484375,276472576.0,0.0,0.0,0.0,36.622737884521484,51453.9375,69301
bryce_canyon,sample_035,VALID,22709.25,17121.98046875,293162240.0,0.0,0.0,0.0,3400.28125,51632.0703125,69196
budapest,sample_000,ALL_ZERO,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,1
budapest,sample_001,HIGH_NODATA,211.8438720703125,2621.83056640625,6873995.5,98.85684742647058,0.0,0.0,0.0,49736.6875,797
budapest,sample_002,HIGH_NODATA,3953.23291015625,10884.615234375,118474840.0,80.72437959558823,0.0,0.0,0.0,50731.88671875,13415
budapest,sample_003,HIGH_NODATA,9268.5703125,15319.8623046875,234698192.0,55.72437959558824,0.0,0.0,0.0,51070.75,30727
budapest,sample_004,VALID,14554.173828125,17174.96484375,294979392.0,30.744485294117645,0.0,0.0,0.0,52114.14453125,47977
budapest,sample_005,VALID,19542.515625,17306.603515625,299518496.0,6.887637867647059,0.0,0.0,0.0,52184.4375,64349
budapest,sample_006,ALL_ZERO,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,1
budapest,sample_007,HIGH_NODATA,786.5729370117188,5072.8203125,25733504.0,96.04923023897058,0.0,0.0,0.0,49773.6640625,2751
budapest,sample_008,HIGH_NODATA,5484.59716796875,12613.8701171875,159109712.0,73.93727022058823,0.0,0.0,0.0,51086.71875,18120
budapest,sample_009,VALID,10869.2890625,16202.576171875,262523488.0,48.93727022058824,0.0,0.0,0.0,51086.71875,35405
budapest,sample_010,VALID,16159.068359375,17494.42578125,306054944.0,23.957375919117645,0.0,0.0,0.0,52114.14453125,52633
budapest,sample_011,VALID,20597.14453125,17320.619140625,300003872.0,2.908145680147059,0.0,0.0,0.0,52184.4375,67068
budapest,sample_012,ALL_ZERO,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,1
budapest,sample_013,HIGH_NODATA,1717.6103515625,7444.4970703125,55420540.0,91.54411764705883,0.0,0.0,0.0,49773.6640625,5884
budapest,sample_014,HIGH_NODATA,6995.00244140625,13931.740234375,194093392.0,67.14872472426471,0.0,0.0,0.0,51086.71875,22823
budapest,sample_015,VALID,12441.244140625,16820.83203125,282940416.0,42.14872472426471,0.0,0.0,0.0,51709.3828125,40077
budapest,sample_016,VALID,17785.939453125,17614.42578125,310268000.0,17.16883042279412,0.0,0.0,0.0,52011.13671875,57261
budapest,sample_017,VALID,21285.1328125,17261.91796875,297973824.0,0.6247127757352942,0.0,0.0,0.0,52011.13671875,68588
budapest,sample_018,HIGH_NODATA,25.047391891479492,868.9866333007812,755137.8125,99.82479319852942,0.0,0.0,0.0,47736.40625,123
budapest,sample_019,HIGH_NODATA,3013.310791015625,9711.7734375,94318552.0,85.38028492647058,0.0,0.0,0.0,50005.3984375,10171
budapest,sample_020,HIGH_NODATA,8446.779296875,14893.69921875,221822272.0,60.38315716911765,0.0,0.0,0.0,51086.71875,27510
budapest,sample_021,VALID,13888.7138671875,17155.875,294324064.0,35.383157169117645,0.0,0.0,0.0,51709.3828125,44761
budapest,sample_022,VALID,19236.3671875,17510.931640625,306632704.0,10.57416130514706,0.0,0.0,0.0,51709.3828125,61780
budapest,sample_023,VALID,21463.818359375,17197.947265625,295769408.0,0.018669577205882353,0.0,0.0,0.0,51709.3828125,68997
budapest,sample_024,HIGH_NODATA,341.2228088378906,3388.351806640625,11480928.0,98.21920955882352,0.0,0.0,0.0,49117.625,1241
budapest,sample_025,HIGH_NODATA,4458.06787109375,11577.498046875,134038456.0,78.64774816176471,0.0,0.0,0.0,51353.61328125,14836
budapest,sample_026,HIGH_NODATA,9902.2685546875,15712.5390625,246883872.0,53.65062040441176,0.0,0.0,0.0,51353.61328125,32156
budapest,sample_027,VALID,15328.7998046875,17390.28515625,302422048.0,28.650620404411764,0.0,0.0,0.0,51709.3828125,49402
budapest,sample_028,VALID,20371.669921875,17346.263671875,300892864.0,5.4314108455882355,0.0,0.0,0.0,51709.3828125,65330
budapest,sample_029,VALID,21467.044921875,17168.107421875,294743936.0,0.0028722426470588233,0.0,0.0,0.0,51709.3828125,69066
budapest,sample_030,HIGH_NODATA,1007.5811157226562,5765.47265625,33240674.0,94.88022748161765,0.0,0.0,0.0,49266.2578125,3565
budapest,sample_031,HIGH_NODATA,5870.25439453125,12971.6171875,168262848.0,71.86638327205883,0.0,0.0,0.0,51551.92578125,19541
budapest,sample_032,VALID,11235.5234375,16218.7734375,263048608.0,46.869255514705884,0.0,0.0,0.0,51551.92578125,36845
budapest,sample_033,VALID,16637.65234375,17413.671875,303236000.0,21.86925551470588,0.0,0.0,0.0,51709.3828125,54070
budapest,sample_034,VALID,20970.142578125,17137.095703125,293680032.0,1.9890280330882353,0.0,0.0,0.0,51709.3828125,67694
budapest,sample_035,VALID,21321.623046875,17090.9296875,292099872.0,0.0028722426470588233,0.0,0.0,0.0,51709.3828125,69047
buenos_aires,sample_000,VALID,18582.5703125,12987.115234375,168665168.0,0.0,0.0,0.0,7805.474609375,40883.1171875,68775
buenos_aires,sample_001,VALID,18767.044921875,13163.537109375,173278704.0,0.0,0.0,0.0,7805.474609375,40929.9765625,68642
buenos_aires,sample_002,VALID,19042.6015625,13247.859375,175505776.0,0.0,0.0,0.0,7805.474609375,40929.9765625,68417
buenos_aires,sample_003,VALID,19244.68359375,13278.462890625,176317568.0,0.0,0.0,0.0,7805.474609375,40929.9765625,68089
buenos_aires,sample_004,VALID,19314.37109375,13301.2109375,176922224.0,0.0,0.0,0.0,8231.09765625,40929.9765625,67756
buenos_aires,sample_005,VALID,19256.353515625,13296.572265625,176798832.0,0.0,0.0,0.0,8672.6865234375,40616.09375,67884
buenos_aires,sample_006,VALID,18511.359375,12871.869140625,165685008.0,0.0,0.0,0.0,7805.474609375,39942.78515625,68751
buenos_aires,sample_007,VALID,18584.33203125,13046.3408203125,170207008.0,0.0,0.0,0.0,7805.474609375,40601.46875,68724
buenos_aires,sample_008,VALID,18801.279296875,13155.921875,173078288.0,0.0,0.0,0.0,7805.474609375,40601.46875,68665
buenos_aires,sample_009,VALID,19032.171875,13217.146484375,174692960.0,0.0,0.0,0.0,7805.474609375,40601.46875,68383
buenos_aires,sample_010,VALID,19175.849609375,13251.6396484375,175605952.0,0.0,0.0,0.0,7863.126953125,40601.46875,68006
buenos_aires,sample_011,VALID,19220.46484375,13277.1669921875,176283168.0,0.0,0.0,0.0,7863.126953125,40589.3828125,67878
buenos_aires,sample_012,VALID,18409.970703125,12777.369140625,163261168.0,0.0,0.0,0.0,7805.474609375,39942.78515625,68675
buenos_aires,sample_013,VALID,18417.12109375,12926.064453125,167083152.0,0.0,0.0,0.0,7805.474609375,40335.8203125,68687
buenos_aires,sample_014,VALID,18550.296875,13043.9501953125,170144624.0,0.0,0.0,0.0,7801.67724609375,40488.2890625,68737
buenos_aires,sample_015,VALID,18791.63671875,13137.060546875,172582352.0,0.0,0.0,0.0,7801.67724609375,40488.2890625,68614
buenos_aires,sample_016,VALID,19005.296875,13179.048828125,173687328.0,0.0,0.0,0.0,7801.67724609375,40488.2890625,68197
buenos_aires,sample_017,VALID,19138.21875,13235.673828125,175183056.0,0.0,0.0,0.0,7801.67724609375,40488.2890625,67723
buenos_aires,sample_018,VALID,18416.185546875,12674.0859375,160632448.0,0.0,0.0,0.0,7805.474609375,39788.0390625,68554
buenos_aires,sample_019,VALID,18417.140625,12761.0517578125,162844448.0,0.0,0.0,0.0,7805.474609375,40335.8203125,68608
buenos_aires,sample_020,VALID,18494.390625,12854.251953125,165231792.0,0.0,0.0,0.0,7732.9306640625,40335.8203125,68778
buenos_aires,sample_021,VALID,18667.912109375,12973.173828125,168303232.0,0.0,0.0,0.0,7732.9306640625,41276.85546875,68814
buenos_aires,sample_022,VALID,18889.9453125,13061.7001953125,170608016.0,0.0,0.0,0.0,7732.9306640625,41276.85546875,68508
buenos_aires,sample_023,VALID,19060.080078125,13174.2041015625,173559664.0,0.0,0.0,0.0,7732.9306640625,41276.85546875,67883
buenos_aires,sample_024,VALID,18477.466796875,12582.98046875,158331392.0,0.0,0.0,0.0,7817.4638671875,39596.0078125,68585
buenos_aires,sample_025,VALID,18457.431640625,12622.3759765625,159324368.0,0.0,0.0,0.0,7817.4638671875,39765.171875,68595
buenos_aires,sample_026,VALID,18475.447265625,12673.4541015625,160616432.0,0.0244140625,0.0,0.0,0.0,39914.25390625,68769
buenos_aires,sample_027,VALID,18583.833984375,12763.5751953125,162908848.0,0.0244140625,0.0,0.0,0.0,41276.85546875,68854
buenos_aires,sample_028,VALID,18718.720703125,12907.91015625,166614144.0,0.0244140625,0.0,0.0,0.0,41276.85546875,68801
buenos_aires,sample_029,VALID,18868.50390625,13083.3779296875,171174784.0,0.0244140625,0.0,0.0,0.0,41276.85546875,68497
buenos_aires,sample_030,VALID,18483.533203125,12565.1708984375,157883520.0,0.0,0.0,0.0,7714.0302734375,39325.51171875,68637
buenos_aires,sample_031,VALID,18512.046875,12534.5263671875,157114352.0,0.0,0.0,0.0,7817.4638671875,39765.171875,68660
